,Metal,IsolateID,Replicate,Concentration,factor,hours,od
17933,Se,SI 2,2,1,1,2,0.012
17934,Se,SI 2,3,1,1,2,0.012
17937,Se,SI 2,3,10,2,2,0.012
17938,Se,SI 2,1,100,3,2,0.012
17939,Se,SI 2,2,100,3,2,0.012
17941,Se,SI 2,1,1000,4,2,0.012
2625,Hg,DR 26,2,10,5,2,0.013
2626,Hg,DR 26,3,10,5,2,0.013
10405,Se,DR 76,1,0,0,2,0.013
17931,Se,SI 2,3,0,0,2,0.013
10408,Se,DR 76,1,1,1,2,0.014
10417,Se,DR 76,1,1000,4,2,0.014
10418,Se,DR 76,2,1000,4,2,0.014
10421,Se,DR 76,2,10000,5,2,0.014
10406,Se,DR 76,2,0,0,2,0.015
10409,Se,DR 76,2,1,1,2,0.015
10410,Se,DR 76,3,1,1,2,0.015
10412,Se,DR 76,2,10,2,2,0.015
10413,Se,DR 76,3,10,2,2,0.015
10414,Se,DR 76,1,100,3,2,0.015
10415,Se,DR 76,2,100,3,2,0.015
10416,Se,DR 76,3,100,3,2,0.015
10419,Se,DR 76,3,1000,4,2,0.015
2572,Cd,DR 26,1,10,5,2,0.016
2616,Hg,DR 26,2,0.01,2,2,0.016
10420,Se,DR 76,1,10000,5,2,0.016
11845,Se,DR+72,1,0,0,2,0.016
11847,Se,DR+72,3,0,0,2,0.016
11850,Se,DR+72,3,1,1,2,0.016
11851,Se,DR+72,1,10,2,2,0.016
11852,Se,DR+72,2,10,2,2,0.016
11853,Se,DR+72,3,10,2,2,0.016
11857,Se,DR+72,1,1000,4,2,0.016
12307,Hg,DR +74,1,1,4,2,0.016
12310,Hg,DR +74,1,10,5,2,0.016
2574,Cd,DR 26,3,10,5,2,0.017
2612,Hg,DR 26,1,0.001,1,2,0.017
2628,As,DR 26,3,0,0,2,0.017
2647,Cr,DR 26,2,0.01,1,2,0.017
10422,Se,DR 76,3,10000,5,2,0.017
11849,Se,DR+72,2,1,1,2,0.017
11854,Se,DR+72,1,100,3,2,0.017
11855,Se,DR+72,2,100,3,2,0.017
11856,Se,DR+72,3,100,3,2,0.017
11858,Se,DR+72,2,1000,4,2,0.017
11859,Se,DR+72,3,1000,4,2,0.017
11860,Se,DR+72,1,10000,5,2,0.017
12312,Hg,DR +74,3,10,5,2,0.017
12338,Cr,DR +74,2,0.1,2,2,0.017
2608,Zn,DR 26,2,1000,5,2,0.018
2620,Hg,DR 26,3,0.1,3,2,0.018
2623,Hg,DR 26,3,1,4,2,0.018
2629,As,DR 26,1,0.001,1,2,0.018
11846,Se,DR+72,2,0,0,2,0.018
11848,Se,DR+72,1,1,1,2,0.018
2563,Cd,DR 26,1,0.01,2,2,0.019
2571,Cd,DR 26,3,1,4,2,0.019
2573,Cd,DR 26,2,10,5,2,0.019
2599,Zn,DR 26,2,1,2,2,0.019
2609,Zn,DR 26,3,1000,5,2,0.019
2610,Hg,DR 26,2,0,0,2,0.019
2611,Hg,DR 26,3,0,0,2,0.019
2627,As,DR 26,2,0,0,2,0.019
2631,As,DR 26,3,0.001,1,2,0.019
2633,As,DR 26,2,0.01,2,2,0.019
2638,As,DR 26,1,1,4,2,0.019
2639,As,DR 26,2,1,4,2,0.019
2644,Cr,DR 26,2,0,0,2,0.019
11861,Se,DR+72,2,10000,5,2,0.019
2558,Cd,DR 26,2,0,0,2,0.02
2559,Cd,DR 26,3,0,0,2,0.02
2560,Cd,DR 26,1,0.001,1,2,0.02
2567,Cd,DR 26,2,0.1,3,2,0.02
2568,Cd,DR 26,3,0.1,3,2,0.02
2570,Cd,DR 26,2,1,4,2,0.02
2575,Pb,DR 26,1,0,0,2,0.02
2580,Pb,DR 26,3,0.01,1,2,0.02
2581,Pb,DR 26,1,0.1,2,2,0.02
2583,Pb,DR 26,3,0.1,2,2,0.02
2587,Pb,DR 26,1,10,4,2,0.02
2591,Pb,DR 26,2,100,5,2,0.02
2619,Hg,DR 26,2,0.1,3,2,0.02
2621,Hg,DR 26,1,1,4,2,0.02
2630,As,DR 26,2,0.001,1,2,0.02
2634,As,DR 26,3,0.01,2,2,0.02
2635,As,DR 26,1,0.1,3,2,0.02
2637,As,DR 26,3,0.1,3,2,0.02
2640,As,DR 26,3,1,4,2,0.02
2641,As,DR 26,1,10,5,2,0.02
2642,As,DR 26,2,10,5,2,0.02
11862,Se,DR+72,3,10000,5,2,0.02
12276,Pb,DR +74,3,100,5,2,0.02
12358,Se,DR +74,1,100,3,2,0.02
2557,Cd,DR 26,1,0,0,2,0.021
2566,Cd,DR 26,1,0.1,3,2,0.021
2576,Pb,DR 26,2,0,0,2,0.021
2577,Pb,DR 26,3,0,0,2,0.021
2579,Pb,DR 26,2,0.01,1,2,0.021
2582,Pb,DR 26,2,0.1,2,2,0.021
2584,Pb,DR 26,1,1,3,2,0.021
2585,Pb,DR 26,2,1,3,2,0.021
2589,Pb,DR 26,3,10,4,2,0.021
2590,Pb,DR 26,1,100,5,2,0.021
2594,Zn,DR 26,3,0,0,2,0.021
2602,Zn,DR 26,2,10,3,2,0.021
2606,Zn,DR 26,3,100,4,2,0.021
2615,Hg,DR 26,1,0.01,2,2,0.021
2618,Hg,DR 26,1,0.1,3,2,0.021
2643,As,DR 26,3,10,5,2,0.021
2645,Cr,DR 26,3,0,0,2,0.021
2646,Cr,DR 26,1,0.01,1,2,0.021
10800,Pb,DR+51,3,100,5,2,0.021
12283,Zn,DR +74,1,1,2,2,0.021
12298,Hg,DR +74,1,0.001,1,2,0.021
2564,Cd,DR 26,2,0.01,2,2,0.022
2565,Cd,DR 26,3,0.01,2,2,0.022
2569,Cd,DR 26,1,1,4,2,0.022
2578,Pb,DR 26,1,0.01,1,2,0.022
2586,Pb,DR 26,3,1,3,2,0.022
2588,Pb,DR 26,2,10,4,2,0.022
2593,Zn,DR 26,2,0,0,2,0.022
2595,Zn,DR 26,1,0.1,1,2,0.022
2597,Zn,DR 26,3,0.1,1,2,0.022
2598,Zn,DR 26,1,1,2,2,0.022
2601,Zn,DR 26,1,10,3,2,0.022
2605,Zn,DR 26,2,100,4,2,0.022
2607,Zn,DR 26,1,1000,5,2,0.022
2613,Hg,DR 26,2,0.001,1,2,0.022
2622,Hg,DR 26,2,1,4,2,0.022
2632,As,DR 26,1,0.01,2,2,0.022
10796,Pb,DR+51,2,10,4,2,0.022
12309,Hg,DR +74,3,1,4,2,0.022
12318,As,DR +74,3,0.001,1,2,0.022
12350,Se,DR +74,2,0,0,2,0.022
2561,Cd,DR 26,2,0.001,1,2,0.023
2562,Cd,DR 26,3,0.001,1,2,0.023
2596,Zn,DR 26,2,0.1,1,2,0.023
2600,Zn,DR 26,3,1,2,2,0.023
2614,Hg,DR 26,3,0.001,1,2,0.023
12250,Cd,DR +74,1,0.1,3,2,0.023
12272,Pb,DR +74,2,10,4,2,0.023
12273,Pb,DR +74,3,10,4,2,0.023
12284,Zn,DR +74,2,1,2,2,0.023
12308,Hg,DR +74,2,1,4,2,0.023
12311,Hg,DR +74,2,10,5,2,0.023
12251,Cd,DR +74,2,0.1,3,2,0.024
12253,Cd,DR +74,1,1,4,2,0.024
12299,Hg,DR +74,2,0.001,1,2,0.024
12344,Cr,DR +74,2,10,4,2,0.024
2604,Zn,DR 26,1,100,4,2,0.025
2617,Hg,DR 26,3,0.01,2,2,0.025
4609,Se,DR 3-2,1,0,0,2,0.025
4615,Se,DR 3-2,1,10,2,2,0.025
7133,Se,DR 5,2,1,1,2,0.025
7144,Se,DR 5,1,10000,5,2,0.025
7146,Se,DR 5,3,10000,5,2,0.025
12269,Pb,DR +74,2,1,3,2,0.025
12278,Zn,DR +74,2,0,0,2,0.025
12279,Zn,DR +74,3,0,0,2,0.025
12306,Hg,DR +74,3,0.1,3,2,0.025
12337,Cr,DR +74,1,0.1,2,2,0.025
12349,Se,DR +74,1,0,0,2,0.025
2603,Zn,DR 26,3,10,3,2,0.026
7136,Se,DR 5,2,10,2,2,0.026
7138,Se,DR 5,1,100,3,2,0.026
7145,Se,DR 5,2,10000,5,2,0.026
10792,Pb,DR+51,1,1,3,2,0.026
12313,As,DR +74,1,0,0,2,0.026
4612,Se,DR 3-2,1,1,1,2,0.027
4613,Se,DR 3-2,2,1,1,2,0.027
4619,Se,DR 3-2,2,100,3,2,0.027
4624,Se,DR 3-2,1,10000,5,2,0.027
7132,Se,DR 5,1,1,1,2,0.027
7134,Se,DR 5,3,1,1,2,0.027
7135,Se,DR 5,1,10,2,2,0.027
10793,Pb,DR+51,2,1,3,2,0.027
12242,Cd,DR +74,2,0,0,2,0.027
12243,Cd,DR +74,3,0,0,2,0.027
12244,Cd,DR +74,1,0.001,1,2,0.027
12247,Cd,DR +74,1,0.01,2,2,0.027
12248,Cd,DR +74,2,0.01,2,2,0.027
12249,Cd,DR +74,3,0.01,2,2,0.027
12255,Cd,DR +74,3,1,4,2,0.027
12268,Pb,DR +74,1,1,3,2,0.027
12271,Pb,DR +74,1,10,4,2,0.027
12274,Pb,DR +74,1,100,5,2,0.027
12296,Hg,DR +74,2,0,0,2,0.027
12325,As,DR +74,1,1,4,2,0.027
12326,As,DR +74,2,1,4,2,0.027
12361,Se,DR +74,1,1000,4,2,0.027
4625,Se,DR 3-2,2,10000,5,2,0.028
7131,Se,DR 5,3,0,0,2,0.028
7137,Se,DR 5,3,10,2,2,0.028
10799,Pb,DR+51,2,100,5,2,0.028
12246,Cd,DR +74,3,0.001,1,2,0.028
12277,Zn,DR +74,1,0,0,2,0.028
12285,Zn,DR +74,3,1,2,2,0.028
12297,Hg,DR +74,3,0,0,2,0.028
12317,As,DR +74,2,0.001,1,2,0.028
12324,As,DR +74,3,0.1,3,2,0.028
12331,Cr,DR +74,1,0,0,2,0.028
12336,Cr,DR +74,3,0.01,1,2,0.028
12345,Cr,DR +74,3,10,4,2,0.028
12354,Se,DR +74,3,1,1,2,0.028
12362,Se,DR +74,2,1000,4,2,0.028
4614,Se,DR 3-2,3,1,1,2,0.029
4616,Se,DR 3-2,2,10,2,2,0.029
4618,Se,DR 3-2,1,100,3,2,0.029
4620,Se,DR 3-2,3,100,3,2,0.029
12245,Cd,DR +74,2,0.001,1,2,0.029
12256,Cd,DR +74,1,10,5,2,0.029
12257,Cd,DR +74,2,10,5,2,0.029
12282,Zn,DR +74,3,0.1,1,2,0.029
12292,Zn,DR +74,1,1000,5,2,0.029
12320,As,DR +74,2,0.01,2,2,0.029
12335,Cr,DR +74,2,0.01,1,2,0.029
15980,Cr,NO 22,2,10,4,2,0.029
4626,Se,DR 3-2,3,10000,5,2,0.03
7139,Se,DR 5,2,100,3,2,0.03
7140,Se,DR 5,3,100,3,2,0.03
7141,Se,DR 5,1,1000,4,2,0.03
11671,Se,DR+51,1,10,2,2,0.03
11677,Se,DR+51,1,1000,4,2,0.03
12252,Cd,DR +74,3,0.1,3,2,0.03
12259,Pb,DR +74,1,0,0,2,0.03
12280,Zn,DR +74,1,0.1,1,2,0.03
12290,Zn,DR +74,2,100,4,2,0.03
12295,Hg,DR +74,1,0,0,2,0.03
12355,Se,DR +74,1,10,2,2,0.03
12357,Se,DR +74,3,10,2,2,0.03
4610,Se,DR 3-2,2,0,0,2,0.031
4617,Se,DR 3-2,3,10,2,2,0.031
4621,Se,DR 3-2,1,1000,4,2,0.031
4622,Se,DR 3-2,2,1000,4,2,0.031
4623,Se,DR 3-2,3,1000,4,2,0.031
7129,Se,DR 5,1,0,0,2,0.031
7130,Se,DR 5,2,0,0,2,0.031
7142,Se,DR 5,2,1000,4,2,0.031
10782,Cd,DR+51,3,10,5,2,0.031
11672,Se,DR+51,2,10,2,2,0.031
11680,Se,DR+51,1,10000,5,2,0.031
12261,Pb,DR +74,3,0,0,2,0.031
12262,Pb,DR +74,1,0.01,1,2,0.031
12288,Zn,DR +74,3,10,3,2,0.031
12291,Zn,DR +74,3,100,4,2,0.031
12304,Hg,DR +74,1,0.1,3,2,0.031
12305,Hg,DR +74,2,0.1,3,2,0.031
12314,As,DR +74,2,0,0,2,0.031
12323,As,DR +74,2,0.1,3,2,0.031
12342,Cr,DR +74,3,1,3,2,0.031
12359,Se,DR +74,2,100,3,2,0.031
12360,Se,DR +74,3,100,3,2,0.031
7143,Se,DR 5,3,1000,4,2,0.032
10775,Cd,DR+51,2,0.1,3,2,0.032
10786,Pb,DR+51,1,0.01,1,2,0.032
10790,Pb,DR+51,2,0.1,2,2,0.032
12254,Cd,DR +74,2,1,4,2,0.032
12258,Cd,DR +74,3,10,5,2,0.032
12286,Zn,DR +74,1,10,3,2,0.032
12289,Zn,DR +74,1,100,4,2,0.032
12302,Hg,DR +74,2,0.01,2,2,0.032
12303,Hg,DR +74,3,0.01,2,2,0.032
12322,As,DR +74,1,0.1,3,2,0.032
12327,As,DR +74,3,1,4,2,0.032
12328,As,DR +74,1,10,5,2,0.032
12332,Cr,DR +74,2,0,0,2,0.032
4611,Se,DR 3-2,3,0,0,2,0.033
11665,Se,DR+51,1,0,0,2,0.033
11674,Se,DR+51,1,100,3,2,0.033
11678,Se,DR+51,2,1000,4,2,0.033
12241,Cd,DR +74,1,0,0,2,0.033
12266,Pb,DR +74,2,0.1,2,2,0.033
12267,Pb,DR +74,3,0.1,2,2,0.033
12287,Zn,DR +74,2,10,3,2,0.033
12300,Hg,DR +74,3,0.001,1,2,0.033
12319,As,DR +74,1,0.01,2,2,0.033
12329,As,DR +74,2,10,5,2,0.033
12340,Cr,DR +74,1,1,3,2,0.033
12352,Se,DR +74,1,1,1,2,0.033
12353,Se,DR +74,2,1,1,2,0.033
12356,Se,DR +74,2,10,2,2,0.033
11666,Se,DR+51,2,0,0,2,0.034
11668,Se,DR+51,1,1,1,2,0.034
11681,Se,DR+51,2,10000,5,2,0.034
12260,Pb,DR +74,2,0,0,2,0.034
12270,Pb,DR +74,3,1,3,2,0.034
12293,Zn,DR +74,2,1000,5,2,0.034
12301,Hg,DR +74,1,0.01,2,2,0.034
12321,As,DR +74,3,0.01,2,2,0.034
12334,Cr,DR +74,1,0.01,1,2,0.034
12343,Cr,DR +74,1,10,4,2,0.034
12364,Se,DR +74,1,10000,5,2,0.034
11673,Se,DR+51,3,10,2,2,0.035
11682,Se,DR+51,3,10000,5,2,0.035
12264,Pb,DR +74,3,0.01,1,2,0.035
12265,Pb,DR +74,1,0.1,2,2,0.035
12281,Zn,DR +74,2,0.1,1,2,0.035
12294,Zn,DR +74,3,1000,5,2,0.035
12330,As,DR +74,3,10,5,2,0.035
12333,Cr,DR +74,3,0,0,2,0.035
12341,Cr,DR +74,2,1,3,2,0.035
12351,Se,DR +74,3,0,0,2,0.035
12365,Se,DR +74,2,10000,5,2,0.035
12366,Se,DR +74,3,10000,5,2,0.035
12315,As,DR +74,3,0,0,2,0.036
12316,As,DR +74,1,0.001,1,2,0.036
12363,Se,DR +74,3,1000,4,2,0.036
11676,Se,DR+51,3,100,3,2,0.037
12263,Pb,DR +74,2,0.01,1,2,0.037
10771,Cd,DR+51,1,0.01,2,2,0.038
10780,Cd,DR+51,1,10,5,2,0.038
10785,Pb,DR+51,3,0,0,2,0.038
10794,Pb,DR+51,3,1,3,2,0.038
11667,Se,DR+51,3,0,0,2,0.038
11675,Se,DR+51,2,100,3,2,0.038
11679,Se,DR+51,3,1000,4,2,0.038
10797,Pb,DR+51,3,10,4,2,0.039
11669,Se,DR+51,2,1,1,2,0.039
12339,Cr,DR +74,3,0.1,2,2,0.039
12346,Cr,DR +74,1,100,5,2,0.039
12348,Cr,DR +74,3,100,5,2,0.039
10777,Cd,DR+51,1,1,4,2,0.04
10795,Pb,DR+51,1,10,4,2,0.04
10801,Zn,DR+51,1,0,0,2,0.04
11670,Se,DR+51,3,1,1,2,0.04
12347,Cr,DR +74,2,100,5,2,0.04
10767,Cd,DR+51,3,0,0,2,0.041
10774,Cd,DR+51,1,0.1,3,2,0.041
10779,Cd,DR+51,3,1,4,2,0.043
10784,Pb,DR+51,2,0,0,2,0.043
10803,Zn,DR+51,3,0,0,2,0.043
10783,Pb,DR+51,1,0,0,2,0.044
10769,Cd,DR+51,2,0.001,1,2,0.045
10789,Pb,DR+51,1,0.1,2,2,0.045
10766,Cd,DR+51,2,0,0,2,0.047
10776,Cd,DR+51,3,0.1,3,2,0.047
10811,Zn,DR+51,2,10,3,2,0.047
10778,Cd,DR+51,2,1,4,2,0.048
10798,Pb,DR+51,1,100,5,2,0.048
10871,Cr,DR+51,2,100,5,2,0.048
10768,Cd,DR+51,1,0.001,1,2,0.049
10772,Cd,DR+51,2,0.01,2,2,0.049
10791,Pb,DR+51,3,0.1,2,2,0.049
10773,Cd,DR+51,3,0.01,2,2,0.05
10781,Cd,DR+51,2,10,5,2,0.05
10804,Zn,DR+51,1,0.1,1,2,0.05
10806,Zn,DR+51,3,0.1,1,2,0.05
10808,Zn,DR+51,2,1,2,2,0.05
10824,Hg,DR+51,3,0.001,1,2,0.05
10858,Cr,DR+51,1,0.01,1,2,0.05
10865,Cr,DR+51,2,1,3,2,0.05
10765,Cd,DR+51,1,0,0,2,0.051
10815,Zn,DR+51,3,100,4,2,0.051
10816,Zn,DR+51,1,1000,5,2,0.051
10834,Hg,DR+51,1,10,5,2,0.051
10847,As,DR+51,2,0.1,3,2,0.051
10848,As,DR+51,3,0.1,3,2,0.051
10861,Cr,DR+51,1,0.1,2,2,0.051
10866,Cr,DR+51,3,1,3,2,0.051
10867,Cr,DR+51,1,10,4,2,0.051
10770,Cd,DR+51,3,0.001,1,2,0.052
10812,Zn,DR+51,3,10,3,2,0.052
10813,Zn,DR+51,1,100,4,2,0.052
10823,Hg,DR+51,2,0.001,1,2,0.052
10827,Hg,DR+51,3,0.01,2,2,0.052
10829,Hg,DR+51,2,0.1,3,2,0.052
10832,Hg,DR+51,2,1,4,2,0.052
10841,As,DR+51,2,0.001,1,2,0.052
10843,As,DR+51,1,0.01,2,2,0.052
10844,As,DR+51,2,0.01,2,2,0.052
10846,As,DR+51,1,0.1,3,2,0.052
10859,Cr,DR+51,2,0.01,1,2,0.052
10860,Cr,DR+51,3,0.01,1,2,0.052
10872,Cr,DR+51,3,100,5,2,0.052
10810,Zn,DR+51,1,10,3,2,0.053
10822,Hg,DR+51,1,0.001,1,2,0.053
10836,Hg,DR+51,3,10,5,2,0.053
10839,As,DR+51,3,0,0,2,0.053
10840,As,DR+51,1,0.001,1,2,0.053
10845,As,DR+51,3,0.01,2,2,0.053
10854,As,DR+51,3,10,5,2,0.053
10855,Cr,DR+51,1,0,0,2,0.053
10863,Cr,DR+51,3,0.1,2,2,0.053
10869,Cr,DR+51,3,10,4,2,0.053
10870,Cr,DR+51,1,100,5,2,0.053
10788,Pb,DR+51,3,0.01,1,2,0.054
10807,Zn,DR+51,1,1,2,2,0.054
10809,Zn,DR+51,3,1,2,2,0.054
10828,Hg,DR+51,1,0.1,3,2,0.054
10851,As,DR+51,3,1,4,2,0.054
10864,Cr,DR+51,1,1,3,2,0.054
10868,Cr,DR+51,2,10,4,2,0.054
10814,Zn,DR+51,2,100,4,2,0.055
10817,Zn,DR+51,2,1000,5,2,0.055
10819,Hg,DR+51,1,0,0,2,0.055
10820,Hg,DR+51,2,0,0,2,0.055
10821,Hg,DR+51,3,0,0,2,0.055
10825,Hg,DR+51,1,0.01,2,2,0.055
10830,Hg,DR+51,3,0.1,3,2,0.055
10833,Hg,DR+51,3,1,4,2,0.055
10835,Hg,DR+51,2,10,5,2,0.055
10838,As,DR+51,2,0,0,2,0.055
10852,As,DR+51,1,10,5,2,0.055
10862,Cr,DR+51,2,0.1,2,2,0.055
10826,Hg,DR+51,2,0.01,2,2,0.056
10849,As,DR+51,1,1,4,2,0.056
10853,As,DR+51,2,10,5,2,0.056
10787,Pb,DR+51,2,0.01,1,2,0.057
10818,Zn,DR+51,3,1000,5,2,0.057
10850,As,DR+51,2,1,4,2,0.057
10857,Cr,DR+51,3,0,0,2,0.057
10831,Hg,DR+51,1,1,4,2,0.058
10837,As,DR+51,1,0,0,2,0.058
10856,Cr,DR+51,2,0,0,2,0.058
10842,As,DR+51,3,0.001,1,2,0.059
18305,Cd,SI 4,2,10,5,2,0.073
18304,Cd,SI 4,1,10,5,2,0.074
18350,Hg,SI 4,2,0.01,2,2,0.074
18376,As,SI 4,1,10,5,2,0.074
18306,Cd,SI 4,3,10,5,2,0.075
18358,Hg,SI 4,1,10,5,2,0.075
18359,Hg,SI 4,2,10,5,2,0.075
18367,As,SI 4,1,0.01,2,2,0.075
18385,Cr,SI 4,1,0.1,2,2,0.075
18292,Cd,SI 4,1,0.001,1,2,0.076
18355,Hg,SI 4,1,1,4,2,0.076
18366,As,SI 4,3,0.001,1,2,0.076
18388,Cr,SI 4,1,1,3,2,0.076
18390,Cr,SI 4,3,1,3,2,0.076
18395,Cr,SI 4,2,100,5,2,0.076
18293,Cd,SI 4,2,0.001,1,2,0.077
18294,Cd,SI 4,3,0.001,1,2,0.077
18356,Hg,SI 4,2,1,4,2,0.077
18365,As,SI 4,2,0.001,1,2,0.077
18370,As,SI 4,1,0.1,3,2,0.077
18386,Cr,SI 4,2,0.1,2,2,0.077
18391,Cr,SI 4,1,10,4,2,0.077
18392,Cr,SI 4,2,10,4,2,0.077
18396,Cr,SI 4,3,100,5,2,0.077
10805,Zn,DR+51,2,0.1,1,2,0.078
18310,Pb,SI 4,1,0.01,1,2,0.078
18323,Pb,SI 4,2,100,5,2,0.078
18349,Hg,SI 4,1,0.01,2,2,0.078
18351,Hg,SI 4,3,0.01,2,2,0.078
18353,Hg,SI 4,2,0.1,3,2,0.078
18371,As,SI 4,2,0.1,3,2,0.078
18374,As,SI 4,2,1,4,2,0.078
18384,Cr,SI 4,3,0.01,1,2,0.078
18387,Cr,SI 4,3,0.1,2,2,0.078
18389,Cr,SI 4,2,1,3,2,0.078
18393,Cr,SI 4,3,10,4,2,0.078
10802,Zn,DR+51,2,0,0,2,0.079
18289,Cd,SI 4,1,0,0,2,0.079
18291,Cd,SI 4,3,0,0,2,0.079
18295,Cd,SI 4,1,0.01,2,2,0.079
18297,Cd,SI 4,3,0.01,2,2,0.079
18298,Cd,SI 4,1,0.1,3,2,0.079
18299,Cd,SI 4,2,0.1,3,2,0.079
18300,Cd,SI 4,3,0.1,3,2,0.079
18303,Cd,SI 4,3,1,4,2,0.079
18307,Pb,SI 4,1,0,0,2,0.079
18311,Pb,SI 4,2,0.01,1,2,0.079
18314,Pb,SI 4,2,0.1,2,2,0.079
18326,Zn,SI 4,2,0,0,2,0.079
18330,Zn,SI 4,3,0.1,1,2,0.079
18354,Hg,SI 4,3,0.1,3,2,0.079
18368,As,SI 4,2,0.01,2,2,0.079
18369,As,SI 4,3,0.01,2,2,0.079
18377,As,SI 4,2,10,5,2,0.079
18378,As,SI 4,3,10,5,2,0.079
18380,Cr,SI 4,2,0,0,2,0.079
18381,Cr,SI 4,3,0,0,2,0.079
18383,Cr,SI 4,2,0.01,1,2,0.079
18394,Cr,SI 4,1,100,5,2,0.079
18301,Cd,SI 4,1,1,4,2,0.08
18302,Cd,SI 4,2,1,4,2,0.08
18313,Pb,SI 4,1,0.1,2,2,0.08
18317,Pb,SI 4,2,1,3,2,0.08
18325,Zn,SI 4,1,0,0,2,0.08
18328,Zn,SI 4,1,0.1,1,2,0.08
18340,Zn,SI 4,1,1000,5,2,0.08
18347,Hg,SI 4,2,0.001,1,2,0.08
18352,Hg,SI 4,1,0.1,3,2,0.08
18357,Hg,SI 4,3,1,4,2,0.08
18360,Hg,SI 4,3,10,5,2,0.08
18372,As,SI 4,3,0.1,3,2,0.08
18375,As,SI 4,3,1,4,2,0.08
18379,Cr,SI 4,1,0,0,2,0.08
18308,Pb,SI 4,2,0,0,2,0.081
18309,Pb,SI 4,3,0,0,2,0.081
18335,Zn,SI 4,2,10,3,2,0.081
18337,Zn,SI 4,1,100,4,2,0.081
18341,Zn,SI 4,2,1000,5,2,0.081
18342,Zn,SI 4,3,1000,5,2,0.081
18364,As,SI 4,1,0.001,1,2,0.081
18373,As,SI 4,1,1,4,2,0.081
18296,Cd,SI 4,2,0.01,2,2,0.082
18312,Pb,SI 4,3,0.01,1,2,0.082
18320,Pb,SI 4,2,10,4,2,0.082
18322,Pb,SI 4,1,100,5,2,0.082
18334,Zn,SI 4,1,10,3,2,0.082
18345,Hg,SI 4,3,0,0,2,0.082
18346,Hg,SI 4,1,0.001,1,2,0.082
18361,As,SI 4,1,0,0,2,0.082
18382,Cr,SI 4,1,0.01,1,2,0.082
18316,Pb,SI 4,1,1,3,2,0.083
18318,Pb,SI 4,3,1,3,2,0.083
18319,Pb,SI 4,1,10,4,2,0.083
18324,Pb,SI 4,3,100,5,2,0.083
18327,Zn,SI 4,3,0,0,2,0.083
18333,Zn,SI 4,3,1,2,2,0.083
18339,Zn,SI 4,3,100,4,2,0.083
18343,Hg,SI 4,1,0,0,2,0.083
18344,Hg,SI 4,2,0,0,2,0.083
18363,As,SI 4,3,0,0,2,0.083
18290,Cd,SI 4,2,0,0,2,0.084
18321,Pb,SI 4,3,10,4,2,0.084
18332,Zn,SI 4,2,1,2,2,0.084
18336,Zn,SI 4,3,10,3,2,0.084
18348,Hg,SI 4,3,0.001,1,2,0.084
18329,Zn,SI 4,2,0.1,1,2,0.085
18338,Zn,SI 4,2,100,4,2,0.085
18362,As,SI 4,2,0,0,2,0.085
18331,Zn,SI 4,1,1,2,2,0.086
18315,Pb,SI 4,3,0.1,2,2,0.087
3724,Cd,DR 3-2,1,10,5,2.033333333,0.033
3726,Cd,DR 3-2,3,10,5,2.033333333,0.033
3709,Cd,DR 3-2,1,0,0,2.033333333,0.034
3711,Cd,DR 3-2,3,0,0,2.033333333,0.034
3712,Cd,DR 3-2,1,0.001,1,2.033333333,0.034
3713,Cd,DR 3-2,2,0.001,1,2.033333333,0.035
3714,Cd,DR 3-2,3,0.001,1,2.033333333,0.035
3715,Cd,DR 3-2,1,0.01,2,2.033333333,0.035
3717,Cd,DR 3-2,3,0.01,2,2.033333333,0.035
3727,Pb,DR 3-2,1,0,0,2.033333333,0.035
3729,Pb,DR 3-2,3,0,0,2.033333333,0.035
3718,Cd,DR 3-2,1,0.1,3,2.033333333,0.036
3719,Cd,DR 3-2,2,0.1,3,2.033333333,0.036
3721,Cd,DR 3-2,1,1,4,2.033333333,0.036
3725,Cd,DR 3-2,2,10,5,2.033333333,0.036
3728,Pb,DR 3-2,2,0,0,2.033333333,0.036
3761,Zn,DR 3-2,2,1000,5,2.033333333,0.036
3777,Hg,DR 3-2,3,1,4,2.033333333,0.036
3710,Cd,DR 3-2,2,0,0,2.033333333,0.037
3720,Cd,DR 3-2,3,0.1,3,2.033333333,0.037
3737,Pb,DR 3-2,2,1,3,2.033333333,0.037
3781,As,DR 3-2,1,0,0,2.033333333,0.037
3722,Cd,DR 3-2,2,1,4,2.033333333,0.038
3723,Cd,DR 3-2,3,1,4,2.033333333,0.038
3730,Pb,DR 3-2,1,0.01,1,2.033333333,0.038
3731,Pb,DR 3-2,2,0.01,1,2.033333333,0.038
3732,Pb,DR 3-2,3,0.01,1,2.033333333,0.038
3739,Pb,DR 3-2,1,10,4,2.033333333,0.038
3750,Zn,DR 3-2,3,0.1,1,2.033333333,0.038
3754,Zn,DR 3-2,1,10,3,2.033333333,0.038
3757,Zn,DR 3-2,1,100,4,2.033333333,0.038
3716,Cd,DR 3-2,2,0.01,2,2.033333333,0.039
3733,Pb,DR 3-2,1,0.1,2,2.033333333,0.039
3734,Pb,DR 3-2,2,0.1,2,2.033333333,0.039
3735,Pb,DR 3-2,3,0.1,2,2.033333333,0.039
3736,Pb,DR 3-2,1,1,3,2.033333333,0.039
3747,Zn,DR 3-2,3,0,0,2.033333333,0.039
3748,Zn,DR 3-2,1,0.1,1,2.033333333,0.039
3749,Zn,DR 3-2,2,0.1,1,2.033333333,0.039
